交易,開盤,最高,最低,收盤,漲跌,漲跌,振幅,成交資料,,,,法人買賣超(張),,,,外資,融資(張),,融券(張),,券資
日期,,,,,,(%),(%),,,,,,,,,持股,,,,,比
,,,,,,,,張數,筆數,均張,億元,外資,投信,自營,合計,(%),增減,餘額,增減,餘額,(%)
6月27日,806,818,805,813,3,0.37,1.6,109,220,0.49,0.88,-8.26,0,3.79,-4.47,25.2,0,109,0,0,0
6月26日,816,828,803,810,-14,-1.7,3.03,273,521,0.52,2.22,-17.9,0,-15.8,-33.7,25.2,5,109,0,0,0
6月21日,815,831,815,824,-1,-0.12,1.94,213,465,0.46,1.75,-4,0,-2.01,-6.02,25.2,0,104,0,0,0
6月20日,842,848,817,825,-14,-1.67,3.69,206,529,0.39,1.71,-39.1,-2,-3.17,-44.3,25.2,12,104,0,0,0
6月19日,824,839,817,839,9,1.08,2.65,187,415,0.45,1.55,13.2,0,-4.66,8.52,25.2,-3,92,0,0,0
6月16日,831,836,820,830,-1,-0.12,1.93,413,554,0.74,3.41,60.4,-83,8.42,-14.2,25.2,2,95,0,0,0
6月15日,829,831,815,831,8,0.97,1.94,135,349,0.39,1.11,51.4,-15,-1.17,35.2,25.2,4,93,0,0,0
6月14日,829,830,818,823,3,0.37,1.46,159,316,0.5,1.31,6.43,-7,7.6,7.04,25.2,0,89,0,0,0
6月13日,821,828,814,820,7,0.86,1.72,287,464,0.62,2.35,36.7,-5,12.4,44.1,25.2,-12,89,0,0,0
6月12日,839,839,813,813,-15,-1.81,3.14,177,454,0.39,1.45,53.8,-1,-9,43.8,25.1,-6,101,0,0,0
6月9日,829,848,818,828,4,0.49,3.64,409,629,0.65,3.39,93.4,-3.02,2.43,92.8,25.2,8,107,0,0,0
6月8日,858,868,818,824,-37,-4.3,5.81,324,"4,535",0.07,2.7,93,-4.48,-12.9,75.6,25.1,10,99,0,0,0
6月7日,842,870,842,861,13,1.53,3.3,422,790,0.53,3.63,103,-1.72,17.1,118,25.1,-7,89,0,0,0
6月6日,827,852,827,848,19,2.29,3.02,408,657,0.62,3.46,136,-2.14,5.58,139,25.1,-26,96,0,0,0
6月5日,839,855,828,829,-3,-0.36,3.25,415,936,0.44,3.48,-33.2,-4.14,10.3,-27.1,25.1,11,122,0,0,0
6月2日,815,843,809,832,24,2.97,4.21,596,917,0.65,4.94,57.2,9,22,88.2,25.1,-17,111,0,0,0
6月1日,798,828,791,808,3,0.37,4.6,498,768,0.65,4.05,-69.2,-6,7.29,-67.9,24.9,-34,128,0,0,0
5月31日,817,821,792,805,-3,-0.37,3.59,"1,811","1,588",1.14,14.6,-85.5,-7.02,54.5,-38,24.9,32,162,0,0,0
5月30日,788,833,784,808,34,4.39,6.33,"1,075","3,655",0.29,8.72,-104,-9,18.4,-94.4,24.9,27,130,0,0,0
